timestamp,state,temp_C,RH_pct,sample_duration_s,flow_CFM,ch1_size_um,ch1_diff_counts,ch1_diff_m3,ch1_sum_m3,ch2_size_um,ch2_diff_counts,ch2_diff_m3,ch2_sum_m3,ch3_size_um,ch3_diff_counts,ch3_diff_m3,ch3_sum_m3,ch4_size_um,ch4_diff_counts,ch4_diff_m3,ch4_sum_m3,ch5_size_um,ch5_diff_counts,ch5_diff_m3,ch5_sum_m3,ch6_size_um,ch6_diff_counts,ch6_diff_m3,ch6_sum_m3
2026-05-27T14:31:23.491945,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:31:29.028777,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:31:34.565607,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:31:40.104790,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:31:45.648548,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:31:51.185281,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:31:56.723234,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:32:02.261862,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:32:07.808630,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:32:13.346118,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:32:18.883745,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:32:24.427286,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:32:29.965256,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:32:35.511637,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:32:41.049149,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:32:46.586411,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:32:52.123865,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:32:57.660767,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:33:03.200543,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:33:08.739727,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:33:14.276531,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:33:19.814135,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:33:25.351578,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:33:30.888838,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:33:36.426121,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:33:41.962987,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:33:47.501539,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:33:53.039288,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:33:58.576791,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:34:04.116991,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:34:09.655016,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:34:15.192553,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:34:20.729389,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:34:26.268167,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:34:31.805347,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:34:37.342094,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:34:42.878846,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:34:48.422172,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:34:53.965954,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:34:59.506978,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
2026-05-27T14:35:05.052539,Stopped,No sensor,No sensor,0.0,0.1,0.3,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.5,0.0,0.0,0.0,5.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0
